at com.lenovo.qa.api.vrClassroom.smoke.SystemImageSpec.SMOKE: System images are installed only to suitable organizations(SystemImageSpec.groovy:74),"['SMOKE: System images are installed only to suitable organizations', 'SMOKE: System images are installed only to suitable organizations']",2,
at com.lenovo.qa.support.helpers.utils.Utils.compareMaps(Utils.groovy:90),"['SMOKE: Add configuration section for ARCast', 'SMOKE: Verify that user can update option on org level']",2,
at com.lenovo.qa.api.vrClassroom.regression.permissionService.PermissionServiceSpec.Verify that user can get org groups info(PermissionServiceSpec.groovy:52),"['Verify that user can get org groups info', 'Verify that user can get org groups info']",2,
at com.lenovo.qa.api.thinkShield.regression.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.Verify device status mapping after call home request with token(DeviceManagementServiceIntegrationTestingSpec.groovy:534),"['Verify device status mapping after call home request with token', 'Verify device status mapping after call home request with token']",2,
Caused by: java.lang.NullPointerException: Cannot get property 'subscriptionUserRoles' on null object,"['SMOKE: De-assigning additional org admin from ms org', 'SMOKE: Adding additional org admin to ms org']",2,
at com.lenovo.qa.api.lenovoDeviceIntelegence.regression.ticketingService.TicketsSpec.Verify that ticket can NOT be created with missing required field(TicketsSpec.groovy:73),"['Verify that ticket can NOT be created with missing required field', 'Verify that ticket can NOT be created with missing required field']",2,
at com.lenovo.qa.api.vrClassroom.regression.permissionService.PermissionServiceSpec.Verify that user isn't able to create group(PermissionServiceSpec.groovy:20),"[""Verify that user isn't able to create group"", ""Verify that user isn't able to create group""]",2,
at com.lenovo.qa.api.lenovoPC.security.ppsService.securityMisconfigurations.PPSServiceInformationLeaksVerificationSpec.Verify that responses don't contain sensitive data(PPSServiceInformationLeaksVerificationSpec.groovy:20),"[""Verify that responses don't contain sensitive data"", ""Verify that responses don't contain sensitive data""]",2,
at com.lenovo.qa.api.vrClassroom.regression.permissionService.PermissionServiceSpec.Verify that user isn't able to assign and unassign org to org group(PermissionServiceSpec.groovy:110),"[""Verify that user isn't able to assign and unassign org to org group"", ""Verify that user isn't able to assign and unassign org to org group""]",2,
at com.lenovo.qa.api.lenovoDeviceIntelegence.regression.ticketingService.TicketsSpec.Verify that ticket can NOT be created with null required field(TicketsSpec.groovy:33),"['Verify that ticket can NOT be created with null required field', 'Verify that ticket can NOT be created with null required field']",2,
at com.lenovo.qa.api.core.regression.accountManagement.OrganizationServiceFunctionalTestingSpec.Verify that demo organization can NOT be created with an invalid value for expiryDate(OrganizationServiceFunctionalTestingSpec.groovy:1467),"['Verify that demo organization can NOT be created with an invalid value for expiryDate', 'Verify that demo organization can NOT be created with an invalid value for expiryDate']",2,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.uipermissionService.LenovoMSPOrganizationUIPermissionSpec.Verify user has correct permissions(LenovoMSPOrganizationUIPermissionSpec.groovy:22),"['Verify user has correct permissions', 'Verify user has correct permissions']",2,
at com.lenovo.qa.api.vrClassroom.regression.permissionService.PermissionServiceSpec.Verify that user isn't able to delete(PermissionServiceSpec.groovy:81),"[""Verify that user isn't able to delete"", ""Verify that user isn't able to delete""]",2,
at com.lenovo.qa.api.lenovoDeviceManagement.smoke.reccuringRevenueProxy.MSPOrganizationLicenceTransferSpec.SMOKE: Verify that MSP tech gets notification during licence transferring to Managed org(MSPOrganizationLicenceTransferSpec.groovy:183),['SMOKE: Verify that MSP tech gets notification during licence transferring to Managed org'],1,
at com.lenovo.qa.api.core.smoke.permissionService.PermissionServiceSpec.SMOKE: Assign/un-assign a scoped role to/from a role(PermissionServiceSpec.groovy:275),['SMOKE: Assign/un-assign a scoped role to/from a role'],1,
at com.lenovo.qa.api.vrClassroom.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: User is able to bulk assign/unassign Users to Device(DeviceManagementServiceIntegrationTestingSpec.groovy:547),['SMOKE: User is able to bulk assign/unassign Users to Device'],1,
at com.lenovo.qa.api.thinkShield.regression.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.Verify that device public key can be updated(DeviceManagementServiceIntegrationTestingSpec.groovy:351),['Verify that device public key can be updated'],1,
at com.lenovo.qa.api.lenovoPC.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: Part numbers can be bulk edited (DeviceManagementServiceIntegrationTestingSpec.groovy:116),['SMOKE: Part numbers can be bulk edited '],1,
at com.lenovo.qa.api.vrClassroom.smoke.partnerContent.PartnerContentSpec.SMOKE: Verify device compatibility for featured applications(PartnerContentSpec.groovy:778),['SMOKE: Verify device compatibility for featured applications'],1,
at com.lenovo.qa.api.lenovoDeviceManagement.smoke.deviceProfile.MSPOrganizationDeviceProfileSpec.SMOKE: Verify MSP tech and admin able to retrieve correct device list with x-cross-tenant = true (MSPOrganizationDeviceProfileSpec.groovy:39),['SMOKE: Verify MSP tech and admin able to retrieve correct device list with x-cross-tenant = true '],1,
at com.lenovo.qa.api.vrClassroom.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: User is able to bulk assign Users to Devices by orgDeviceId or deviceId(DeviceManagementServiceIntegrationTestingSpec.groovy:584),['SMOKE: User is able to bulk assign Users to Devices by orgDeviceId or deviceId'],1,
at com.lenovo.qa.api.thinkShield.workflow.UDSIntegrationWithIBaseAndIPSSpec.Check UDS integration with iBase/IPS(UDSIntegrationWithIBaseAndIPSSpec.groovy:20),['Check UDS integration with iBase/IPS'],1,
at com.lenovo.qa.api.core.smoke.fileStorage.FileStorageSpec.setupSpec(FileStorageSpec.groovy:247),['FileStorageSpec SETUP_SPEC'],1,
at com.lenovo.qa.api.lenovoPC.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: User is able to bulk claim MP devices(DeviceManagementServiceIntegrationTestingSpec.groovy:62),['SMOKE: User is able to bulk claim MP devices'],1,
at com.lenovo.qa.support.services.mtls.MtlsConfigurationClient.getConfiguration(MtlsConfigurationClient.groovy:14),['SMOKE: X509 certificate for re-created device on the same org'],1,
at com.lenovo.qa.api.core.demoSolution.DemoSolutionSpec.Verify that Org Admin can manage devices and apps(DemoSolutionSpec.groovy:90),['Verify that Org Admin can manage devices and apps'],1,
at com.lenovo.qa.api.core.smoke.emailService.EmailServiceSmokeSpec.Verify email templates can be listed(EmailServiceSmokeSpec.groovy:228),['Verify email templates can be listed'],1,
at com.lenovo.qa.api.thinkReality.smoke.applicationManagement.SystemImageSpec.SMOKE: System image can be republished and modify list of selected organizations(SystemImageSpec.groovy:62),['SMOKE: System image can be republished and modify list of selected organizations'],1,
at com.lenovo.qa.api.core.regression.accountManagement.UserServiceFunctionalTestingSpec.Verify that forgot domain is sending valid orgId to user email(UserServiceFunctionalTestingSpec.groovy:1212),['Verify that forgot domain is sending valid orgId to user email'],1,
at com.lenovo.qa.api.core.regression.accountManagement.ClientSpec.Verify that S2S communication client cannot perform unassigned operations(ClientSpec.groovy:508),['Verify that S2S communication client cannot perform unassigned operations'],1,
at com.lenovo.qa.api.thinkReality.smoke.configurationService.DeviceConfigServiceSpec.SMOKE: Verify Kiosk mode (DeviceConfigServiceSpec.groovy:1446),['SMOKE: Verify Kiosk mode '],1,
at com.lenovo.qa.api.core.regression.accountManagement.UserServiceFunctionalTestingSpec.Verify user is not able to update his own email on his profile(UserServiceFunctionalTestingSpec.groovy:1396),['Verify user is not able to update his own email on his profile'],1,
at com.lenovo.qa.api.core.regression.accountManagement.BulkUserServiceFunctionalTestingSpec.Verify bulk user import with basic validation failures(BulkUserServiceFunctionalTestingSpec.groovy:268),['Verify bulk user import with basic validation failures'],1,
at com.lenovo.qa.api.lenovoPC.security.ppsService.securityMisconfigurations.PPSServiceHttpHeadersVerificationSpec.Verify that headers don't contain sensitive data(PPSServiceHttpHeadersVerificationSpec.groovy:20),"[""Verify that headers don't contain sensitive data""]",1,
at com.lenovo.qa.api.vrClassroom.smoke.SystemImageSpec.SMOKE: System images are NOT installed to organizations(SystemImageSpec.groovy:92),['SMOKE: System images are NOT installed to organizations'],1,
at com.lenovo.qa.api.lenovoDeviceManagement.workflow.AlertsSpec.cleanupSpec(AlertsSpec.groovy:381),['AlertsSpec CLEANUP_SPEC'],1,
at com.lenovo.qa.api.core.regression.deviceRegistrationService.DeviceCertValidationSpec.X509 certificate for moved device from one org to another(DeviceCertValidationSpec.groovy:102),['X509 certificate for moved device from one org to another'],1,
at com.lenovo.qa.api.vrClassroom.smoke.accountManagement.OrgGroupSpec.SMOKE: Assign group during the organization creation(OrgGroupSpec.groovy:134),['SMOKE: Assign group during the organization creation'],1,
Caused by: java.lang.NullPointerException: Cannot invoke method contains() on null object,['SMOKE: Verify licenses can be assigned and unassigned to user'],1,
at com.lenovo.qa.api.core.regression.contentManagementService.ContentManagementServiceSpec.Verify pagination on documents and media(ContentManagementServiceSpec.groovy:253),['Verify pagination on documents and media'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.BulkUserServiceFunctionalTestingSpec.SMOKE: Verify bulk user edit without errors(BulkUserServiceFunctionalTestingSpec.groovy:228),['SMOKE: Verify bulk user edit without errors'],1,
at com.lenovo.qa.api.vrClassroom.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: User is able to assign and unassign devices to Admin(DeviceManagementServiceIntegrationTestingSpec.groovy:462),['SMOKE: User is able to assign and unassign devices to Admin'],1,
at com.lenovo.qa.api.core.smoke.configurationService.MSConfigServiceSpec.SMOKE: Verify merging mechanism for org config(subscription configs + default org config) after adding one more subscription ms org(MSConfigServiceSpec.groovy:114),['SMOKE: Verify merging mechanism for org config(subscription configs + default org config) after adding one more subscription ms org'],1,
at com.lenovo.qa.support.helpers.utils.Utils.waitFor(Utils.groovy:227),['SMOKE: Verify that Android feature app creates a new whitelist entry'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.ClientSpec.SMOKE: Verify that credentials of S2S communication client can be retrieved by LCP admin user(ClientSpec.groovy:123),['SMOKE: Verify that credentials of S2S communication client can be retrieved by LCP admin user'],1,
at com.lenovo.qa.api.thinkReality.smoke.applicationManagement.SystemImageSpec.SMOKE: Device could show information about the current OTA version on device(SystemImageSpec.groovy:470),['SMOKE: Device could show information about the current OTA version on device'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.UserGroupSpec.Verify that details of the users not in a group can be retrieved(UserGroupSpec.groovy:141),['Verify that details of the users not in a group can be retrieved'],1,
Suppressed: java.lang.NullPointerException,['Verify that homegroup can be found by groupId'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.ClientSpec.SMOKE: Verify that assigned operations can be performed as a S2S communication client (ClientSpec.groovy:150),['SMOKE: Verify that assigned operations can be performed as a S2S communication client '],1,
at com.lenovo.qa.api.thinkReality.smoke.accountManagement.OrganizationSettingsSpec.SMOKE: Verify that Org Admin is able to set PIN expiry period at Org level(OrganizationSettingsSpec.groovy:32),['SMOKE: Verify that Org Admin is able to set PIN expiry period at Org level'],1,
at com.lenovo.qa.api.lenovoPC.workflow.ModernPreloadHourlySpec.SMOKE: Verify that MP device has correct subscription code before and after part number assigned(ModernPreloadHourlySpec.groovy:27),['SMOKE: Verify that MP device has correct subscription code before and after part number assigned'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.permissionService.LenovoMSPOrganizationPermissionSpec.setupSpec(LenovoMSPOrganizationPermissionSpec.groovy:234),['LenovoMSPOrganizationPermissionSpec SETUP_SPEC'],1,
at com.lenovo.qa.api.smartOffice.smoke.deviceProfile.MSDeviceProfileSOSpec.SMOKE: Device profile contains related info during single assignment/unassignment licences-SmartOffice(MSDeviceProfileSOSpec.groovy:82),['SMOKE: Device profile contains related info during single assignment/unassignment licences-SmartOffice'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.accountManagement.LenovoMSPOrganizationSpec.SMOKE: Verify that MSP admin gets notification during linking to lenovo MSP org(LenovoMSPOrganizationSpec.groovy:183),['SMOKE: Verify that MSP admin gets notification during linking to lenovo MSP org'],1,
at com.lenovo.qa.api.lenovoDeviceManagement.smoke.usageStatistic.MSPUsageStatisticSpec.setupSpec(MSPUsageStatisticSpec.groovy:178),['MSPUsageStatisticSpec SETUP_SPEC'],1,
at com.lenovo.qa.api.thinkReality.smoke.deviceProfile.MSDeviceProfileTRSpec.MS Device can retrieve token to log into the portal with QR code(MSDeviceProfileTRSpec.groovy:91),['MS Device can retrieve token to log into the portal with QR code'],1,
at com.lenovo.qa.api.thinkReality.smoke.configurationService.DeviceConfigServiceSpec.SMOKE: Verify that admin could add package to config in org(DeviceConfigServiceSpec.groovy:1295),['SMOKE: Verify that admin could add package to config in org'],1,
at com.lenovo.qa.api.core.smoke.permissionService.PermissionServiceSpec.SMOKE: Get permission to resource type by subjectId(PermissionServiceSpec.groovy:209),['SMOKE: Get permission to resource type by subjectId'],1,
at com.lenovo.qa.api.core.smoke.permissionService.PermissionServiceSpec.SMOKE: Assign bulk permissions to a role(PermissionServiceSpec.groovy:472),['SMOKE: Assign bulk permissions to a role'],1,
at com.lenovo.qa.api.vrClassroom.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: Verify that Admin is able to see and manage devices which he created(DeviceManagementServiceIntegrationTestingSpec.groovy:431),['SMOKE: Verify that Admin is able to see and manage devices which he created'],1,
at com.lenovo.qa.api.core.smoke.permissionService.PermissionServiceSpec.SMOKE: Assign bulk permissions to a user(PermissionServiceSpec.groovy:417),['SMOKE: Assign bulk permissions to a user'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.DeviceGroupSpec.SMOKE: Verify that device can be associated to multiple groups which are sorted(DeviceGroupSpec.groovy:209),['SMOKE: Verify that device can be associated to multiple groups which are sorted'],1,
at com.lenovo.qa.api.lenovoDeviceManagement.smoke.permissionService.MSPOrganizationPermissionSpec.SMOKE: Verify permission list for MSP tech managed(MSPOrganizationPermissionSpec.groovy:228),['SMOKE: Verify permission list for MSP tech managed'],1,
at com.lenovo.qa.api.lenovoPC.security.ppsService.securityMisconfigurations.OpenRedirectVerificationSpec.Verify that an attacker could not log in a user and redirect to a phishing site(OpenRedirectVerificationSpec.groovy:24),['Verify that an attacker could not log in a user and redirect to a phishing site'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.EmailNotificationsFunctionalTestingSpec.SMOKE: Verify bulk user edit emails(EmailNotificationsFunctionalTestingSpec.groovy:337),['SMOKE: Verify bulk user edit emails'],1,
at com.lenovo.qa.api.core.regression.accountManagement.UserServiceFunctionalTestingSpec.Verify that user is unable to delete another user(UserServiceFunctionalTestingSpec.groovy:1302),['Verify that user is unable to delete another user'],1,
at com.lenovo.qa.api.vrClassroom.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: VRC Admin is able to upload app to VR-S3 device that have called home to UDS but is not in an organization(DeviceManagementServiceIntegrationTestingSpec.groovy:303),['SMOKE: VRC Admin is able to upload app to VR-S3 device that have called home to UDS but is not in an organization'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.SubscriptionSupportFunctionalSpec.SMOKE: Lenovo Voice organization E2E scenario(SubscriptionSupportFunctionalSpec.groovy:1195),['SMOKE: Lenovo Voice organization E2E scenario'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.uipermissionService.MSPOrganizationUIPermissionSpec.setupSpec(MSPOrganizationUIPermissionSpec.groovy:281),['MSPOrganizationUIPermissionSpec SETUP_SPEC'],1,
at com.lenovo.qa.api.core.regression.accountManagement.SubscriptionSupportFunctionalSpec.Verify that Hodaka Subscription Admin can create Hodaka Service Support user(SubscriptionSupportFunctionalSpec.groovy:233),['Verify that Hodaka Subscription Admin can create Hodaka Service Support user'],1,
at com.lenovo.qa.api.core.regression.emailService.EmailServiceSpec.Verify rate-limiting feature for email sending - blocking 11th email sending(EmailServiceSpec.groovy:210),['Verify rate-limiting feature for email sending - blocking 11th email sending'],1,
at com.lenovo.qa.api.core.smoke.homegraphService.BulkAssociationSpec.Check bulk operations(BulkAssociationSpec.groovy:20),['Check bulk operations'],1,
at com.lenovo.qa.api.lenovoPC.regression.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.Verify user is able to update public key with any key format(DeviceManagementServiceIntegrationTestingSpec.groovy:33),['Verify user is able to update public key with any key format'],1,
Caused by: java.lang.NullPointerException: Cannot get property 'messages' on null object,['Verify that user can NOT be assigned a non invitedUserRole'],1,
at com.lenovo.qa.api.lenovoPC.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: UPE API for Service to Service communication with MP/UDS(DeviceManagementServiceIntegrationTestingSpec.groovy:269),['SMOKE: UPE API for Service to Service communication with MP/UDS'],1,
at com.lenovo.qa.api.core.regression.accountManagement.OrganizationServiceFunctionalTestingSpec.Verify that user cannot log in in disabled organization(OrganizationServiceFunctionalTestingSpec.groovy:1225),['Verify that user cannot log in in disabled organization'],1,
at com.lenovo.qa.api.lenovoDeviceManagement.smoke.reccuringRevenueProxy.MSPOrganizationLicenceTransferSpec.SMOKE: Licenses can be assigned and unassigned to device on Manged org(MSPOrganizationLicenceTransferSpec.groovy:197),['SMOKE: Licenses can be assigned and unassigned to device on Manged org'],1,
at com.lenovo.qa.api.lenovoDeviceManagement.workflow.AlertsSpec.setupSpec(AlertsSpec.groovy:366),['AlertsSpec SETUP_SPEC'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.deviceProfile.DeviceManagementServiceIntegrationTestingSpec.SMOKE: LDI device with PK should be moved to default org after unclaiming and LDI device without PK should be removed from DPS after unclaiming(DeviceManagementServiceIntegrationTestingSpec.groovy:41),['SMOKE: LDI device with PK should be moved to default org after unclaiming and LDI device without PK should be removed from DPS after unclaiming'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.regression.accountManagement.MSPMngOrgCreationWithDifferentAuthSpec.Verify that MSP admin able to create managed org with OIDC authType(MSPMngOrgCreationWithDifferentAuthSpec.groovy:51),['Verify that MSP admin able to create managed org with OIDC authType'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.DeviceGroupSpec.SMOKE: Verify that multiple devices can be associated to multiple groups at a time(DeviceGroupSpec.groovy:234),['SMOKE: Verify that multiple devices can be associated to multiple groups at a time'],1,
at com.lenovo.qa.api.thinkReality.smoke.applicationManagement.SystemImageSpec.SMOKE: Verify that published system image could contain multiple applicability filters(SystemImageSpec.groovy:332),['SMOKE: Verify that published system image could contain multiple applicability filters'],1,
at com.lenovo.qa.api.core.smoke.configurationService.MSConfigServiceSpec.SMOKE: Device config contains related info for ms flow(MSConfigServiceSpec.groovy:140),['SMOKE: Device config contains related info for ms flow'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.accountManagement.LenovoMSPOrganizationSpec.SMOKE: Verify that newly created free org can be linked to new customer with isLenovoMsp licences and get parent Lenovo MSP under subscription(LenovoMSPOrganizationSpec.groovy:171),['SMOKE: Verify that newly created free org can be linked to new customer with isLenovoMsp licences and get parent Lenovo MSP under subscription'],1,
at com.lenovo.qa.api.core.smoke.permissionService.PermissionServiceSpec.SMOKE: Verify RR client have roles to get solution config(PermissionServiceSpec.groovy:582),['SMOKE: Verify RR client have roles to get solution config'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.DeviceGroupSpec.SMOKE: Verify that device can be associated to multiple groups at a time(DeviceGroupSpec.groovy:168),['SMOKE: Verify that device can be associated to multiple groups at a time'],1,
at com.lenovo.qa.api.thinkReality.smoke.accountManagement.OrganizationSettingsSpec.SMOKE: User can set up HoloOne URL for the org(OrganizationSettingsSpec.groovy:65),['SMOKE: User can set up HoloOne URL for the org'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.UserGroupSpec.Verify that user can be removed from a group(UserGroupSpec.groovy:183),['Verify that user can be removed from a group'],1,
at com.lenovo.qa.api.core.smoke.accountManagement.OrganizationServiceFunctionalTestingSpec.SMOKE: User can search labels by characters(OrganizationServiceFunctionalTestingSpec.groovy:922),['SMOKE: User can search labels by characters'],1,
at com.lenovo.qa.api.lenovoDeviceIntelegence.smoke.accountManagement.LenovoMSPOrganizationSpec.SMOKE: Verify that new commercial customer and order with lenovo msp offer can be created(LenovoMSPOrganizationSpec.groovy:401),['SMOKE: Verify that new commercial customer and order with lenovo msp offer can be created'],1,
at com.lenovo.qa.api.core.regression.accountManagement.UserServiceFunctionalTestingSpec.Verify that multiple portal roles cannot be assigned to a user(UserServiceFunctionalTestingSpec.groovy:1072),['Verify that multiple portal roles cannot be assigned to a user'],1,
at com.lenovo.qa.api.thinkReality.smoke.assetManagement.AssetManagementSpec.Asset thumbnail could be added and retrieved(AssetManagementSpec.groovy:799),['Asset thumbnail could be added and retrieved'],1,
